Laikotarpis;Rodiklis;Administracinė teritorija;Amžius (0–14, 65 ir vyresni);Matavimo vienetai;Reikšmė
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;65 ir vyresni;asmenys;36
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;28
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;29
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;30
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;30
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;31
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;31
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;32
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;32
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;32
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;32
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;34
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;34
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;34
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;34
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;34
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;35
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;36
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;38
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;65 ir vyresni;asmenys;38
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;24
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;25
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;25
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;26
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;26
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;27
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;27
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;28
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;28
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;28
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;29
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;30
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;30
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;30
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;31
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;32
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;34
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;35
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;65 ir vyresni;asmenys;35
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;24
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;25
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;26
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;26
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;27
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;27
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;28
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;28
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;28
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;29
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;30
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;30
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;30
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;30
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;31
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;31
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;32
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;33
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;65 ir vyresni;asmenys;34
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;17
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;18
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;18
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;19
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;20
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;21
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;21
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;22
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;22
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;22
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;25
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;26
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;26
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;27
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;28
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;29
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;30
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;30
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;65 ir vyresni;asmenys;30
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;24
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;24
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;25
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;25
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;26
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;26
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;26
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;27
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;26
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;27
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;27
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;28
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;28
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;29
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;29
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;30
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;30
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;30
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;65 ir vyresni;asmenys;30
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;26
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;27
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;27
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;28
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;28
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;28
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;29
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;29
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;30
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;30
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;31
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;32
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;32
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;32
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;32
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;33
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;34
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;35
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;65 ir vyresni;asmenys;36
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;24
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;25
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;25
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;25
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;25
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;26
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;26
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;25
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;25
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;27
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;26
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;26
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;26
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;27
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;27
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;28
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;28
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;65 ir vyresni;asmenys;29
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;26
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;27
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;28
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;65 ir vyresni;asmenys;29
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;22
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;23
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;24
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;24
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;25
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;25
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;26
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;26
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;26
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;28
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;28
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;29
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;29
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;30
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;30
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;31
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;32
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;65 ir vyresni;asmenys;32
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;18
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;18
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;18
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;19
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;19
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;19
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;20
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;20
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;20
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;20
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Mažeikių r. sav.;65 ir vyresni;asmenys;21
