Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Lytis;Matavimo vienetai;Reikšmė
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;14.0
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;14.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;14.5
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;15.2
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;15.6
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;15.9
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;16.5
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.1
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.6
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.2
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.7
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.0
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.2
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.8
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.0
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.5
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.9
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.4
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.1
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.8
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;24.2
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;5.1
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;5.4
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;5.3
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;5.4
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;5.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;5.8
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;5.9
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;6.1
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;6.3
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;6.3
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;6.7
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;6.9
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;6.9
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;7.1
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;7.2
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;7.4
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;7.5
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;7.8
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Vyrai;proc.;7.9
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;9.4
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;9.8
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;10.3
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;10.5
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;10.9
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;11.3
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;11.7
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;12.1
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;12.4
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;12.7
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;13.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;13.9
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;14.1
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;14.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;14.7
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;15.0
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;15.6
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;16.0
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Akmenės r. sav.;65 ir vyresni;Moterys;proc.;16.3
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;14.7
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;15.3
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;15.6
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;16.2
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;16.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.5
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.2
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.4
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.1
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.8
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.1
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.4
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.1
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.7
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.5
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.0
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;4.8
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;5.1
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;5.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;5.4
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;5.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;5.7
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;5.9
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.0
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.2
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.3
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.4
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.7
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;6.9
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;7.2
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;7.5
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Vyrai;proc.;7.9
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;9.9
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;10.2
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;10.4
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;10.8
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;11.0
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;11.3
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;11.6
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;11.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;12.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;12.1
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;12.7
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;13.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;13.2
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;13.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;13.5
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;13.9
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;14.2
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;14.8
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Joniškio r. sav.;65 ir vyresni;Moterys;proc.;15.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.3
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.1
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.5
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.8
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.3
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.6
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.9
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.3
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.6
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.6
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.7
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.7
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.9
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.2
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.7
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.3
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.7
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;24.2
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;6.1
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;6.4
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;6.7
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;6.8
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;6.9
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.0
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.1
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.0
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.3
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.4
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.3
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.5
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.6
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;7.9
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;8.2
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;8.4
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Vyrai;proc.;8.6
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;11.2
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;11.7
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;11.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;12.2
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;12.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;12.8
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;13.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;13.3
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;13.5
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;13.6
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;14.2
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;14.3
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;14.4
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;14.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;14.6
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;14.8
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;15.1
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;15.3
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Kelmės r. sav.;65 ir vyresni;Moterys;proc.;15.6
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pakruojo r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;15.4
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pakruojo r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;15.8
